	R10	R11	R12	R1	R2	R3
Pmepa1os	1	0	1	3	1	0
Uchl1os	0	0	0	0	0	0
Gm12753	0	0	0	0	0	0
Gm11339	0	0	0	0	0	0
Cdrt4os1	0	0	0	0	0	0
Gm15742	0	0	0	0	1	0
Gm16121	0	0	0	0	0	0
Gm16034	0	0	0	0	0	0
Gm12914	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0
Gm16253	9	11	10	9	11	14
4930458D05Rik	4	1	1	4	4	2
A230005M16Rik	0	0	0	0	0	0
Gm13855	0	0	0	0	0	0
Gm12514	0	0	0	0	0	0
Pnpla1os	0	0	0	0	0	0
Gm14257	0	0	0	0	0	0
Gm14268	0	0	0	1	0	0
Gm14114	0	0	0	0	0	0
5330434G04Rik	0	0	0	0	0	0
1700003G18Rik	1	0	0	0	1	0
Gm12290	0	0	0	0	0	0
Gm12404	1	0	0	0	0	1
9230111E07Rik	0	2	3	6	1	6
4930419G24Rik	0	0	0	0	0	0
Gm15050	62	34	59	85	67	50
A230059L01Rik	0	0	0	0	0	0
Gm13028	0	0	0	0	0	0
Gm12246	0	0	0	0	0	0
Gm11513	0	0	0	0	0	0
Gm6058	0	0	0	0	0	0
Gm14455	0	0	0	0	0	0
Gm13414	1	8	5	5	5	4
Gm4660	0	0	0	0	0	0
Gm11986	0	0	0	0	0	0
Gm11773	0	0	0	1	0	0
Gm15512	1	1	1	6	0	1
Gm14798	0	0	0	0	0	0
Gm12811	0	0	0	0	0	0
Ighe	0	0	0	0	0	0
Gm11314	0	0	0	0	0	0
Gm14703	0	0	0	0	0	0
Gm1667	0	0	0	0	0	0
Gm15407	0	0	0	0	0	0
E130018N17Rik	0	1	0	0	0	1
Gm21979	0	0	0	0	0	0
1500009L16Rik	2	0	1	1	3	1
Gm15918	0	0	0	0	0	0
Gm12256	0	0	0	0	0	0
Gm16764	0	0	0	0	0	0
Hotairm1	147	120	147	211	178	183
Gm12606	5	2	5	7	3	2
B230398E01Rik	0	1	0	0	0	1
Gm11373	0	0	0	0	0	0
Defa-ps3	0	0	0	0	0	0
Trav13-5	0	0	0	0	0	0
Gm13381	0	0	0	0	0	0
Gm11186	0	0	0	0	0	0
Gm11724	0	1	0	1	0	0
9530036M11Rik	0	0	0	0	0	0
Gm15122	7	13	9	37	4	4
4930447M23Rik	0	0	0	2	0	1
Gm11762	1	2	0	3	1	0
Gm15226	0	0	0	0	0	0
Gm14120	0	0	0	0	0	0
Tmem250-ps	301	294	424	453	353	369
Gm13565	0	1	0	0	0	0
Gm14003	0	0	0	0	0	0
Gm11712	0	0	0	0	0	0
1200007C13Rik	7	5	9	15	6	0
1700122E12Rik	3	1	2	1	5	6
Pet100	47	35	52	54	55	83
Gm11300	0	0	0	0	0	0
Gm15845	0	0	0	0	0	0
Gm16031	0	0	0	0	0	0
Cd55os	0	0	0	0	0	0
Gm11940	0	0	0	0	1	1
Gm16191	0	0	1	0	0	0
Gm16291	0	0	0	0	0	0
Gm13031	1	1	0	0	0	0
Gm15283	10	12	14	14	5	16
Gm13493	46	59	73	71	70	61
Gm13575	0	0	0	0	0	0
Gm15650	0	0	1	0	0	0
Gm14978	0	0	0	0	0	0
Gm22999	0	0	0	0	0	0
Gm23000	0	0	0	0	0	0
Gm25828	0	0	0	0	0	0
Gm25827	0	0	0	0	0	0
Gm25826	0	0	0	0	0	0
Gm25824	0	0	0	0	0	0
Gm22236	0	0	0	0	0	0
Gm26464	0	0	0	0	0	0
Gm26279	0	0	0	0	0	0
Gm26277	0	0	0	0	0	0
Gm26278	0	0	0	0	0	0
Gm26276	0	0	0	0	0	0
Gm24646	0	0	0	0	0	0
Gm24648	0	0	0	0	0	0
Gm24644	1	3	1	2	1	2
Gm25152	1	1	0	0	0	0
Gm25150	0	0	0	0	0	0
Gm25151	0	0	0	0	0	0
Gm23467	0	0	0	0	0	0
Gm23470	0	0	0	0	0	0
Gm23980	0	0	0	0	0	0
Gm23981	0	0	0	0	0	0
Gm23984	0	0	0	0	0	0
Gm23985	0	0	0	0	0	0
Gm23986	0	0	0	0	0	0
Gm22319	0	0	0	0	0	0
Rprl2	0	0	0	0	0	0
Gm22322	0	0	0	0	0	0
Gm22321	0	0	0	0	0	0
Gm23167	0	0	0	0	0	0
Gm23168	0	0	0	0	0	0
Gm23169	0	0	0	0	0	0
Gm25970	1	0	1	1	0	1
Gm25968	0	0	0	0	0	0
Gm25967	0	1	0	0	0	0
Gm25965	1	1	0	3	0	1
Gm25964	0	0	0	0	0	0
Gm25569	0	0	0	0	0	0
Gm25979	0	0	0	0	0	0
Gm23434	0	0	0	0	0	0
Gm27926	0	0	0	0	0	0
Gm23432	0	0	0	0	0	0
Gm23435	0	0	0	0	1	0
Gm25113	0	0	0	0	0	0
Gm25115	0	0	0	0	0	0
Gm22490	0	0	0	0	0	0
Gm22491	0	0	0	0	0	0
Gm25116	0	0	0	0	0	0
Gm25117	4	3	5	4	5	7
Mir1928	0	0	0	0	0	0
Gm22281	0	0	0	0	0	0
Gm22279	0	0	0	0	0	0
Gm23960	0	0	0	0	0	0
Gm23958	0	0	0	0	0	0
Gm24481	0	0	0	0	0	0
Gm23955	0	0	0	0	0	0
Gm25623	0	0	0	0	0	0
Gm25622	0	0	0	0	0	0
Mir1958	0	0	0	0	0	0
Gm25624	0	0	0	0	0	0
Gm22792	0	0	0	0	0	0
Mir432	0	0	0	0	0	0
Gm22791	0	1	0	0	0	0
Gm22795	0	0	0	0	0	0
Gm24440	0	0	2	0	0	0
Gm23048	0	0	0	0	0	0
Gm24443	0	0	0	0	0	0
Gm26100	0	0	0	0	0	0
Gm26101	0	0	0	0	0	0
Gm26099	0	0	0	0	0	0
Gm26104	0	0	0	0	0	0
Gm26105	0	0	0	0	0	0
Gm23605	0	0	0	0	0	0
Gm22442	1	1	3	0	1	0
Gm23602	0	0	0	0	0	0
Gm23601	0	0	0	0	0	0
Gm23598	0	0	0	0	0	0
Gm25278	0	0	0	0	0	0
Gm23441	0	0	0	0	0	0
Gm25280	0	0	0	0	0	0
Gm25283	0	0	0	0	0	0
Mir1942	0	0	0	0	0	0
Gm22039	0	0	0	1	0	0
Gm22034	0	0	0	0	0	0
Gm24916	0	0	0	0	0	0
Gm24912	0	0	0	0	0	0
Gm24911	0	0	0	0	0	0
Gm24908	0	0	0	0	0	0
Gm23229	0	0	0	0	0	0
Gm23230	0	0	0	0	0	0
Gm23231	0	0	0	0	0	0
Gm23233	0	0	0	0	0	0
Gm23234	0	0	0	0	0	0
Gm26048	0	0	0	0	0	0
Mir1971	0	0	0	0	0	0
Snora81	0	0	0	0	0	0
Gm23675	0	0	0	0	0	0
Gm26046	0	0	0	0	0	0
Gm26049	1	1	0	0	1	0
Gm23676	0	0	0	0	0	0
Gm24246	0	0	0	0	0	0
Gm24244	0	0	0	0	0	0
Gm24249	0	0	0	0	0	0
Gm24251	0	0	0	0	0	0
Mir1948	0	0	0	0	0	0
Gm22559	0	0	0	0	0	0
Gm25394	0	0	0	1	0	0
Gm25388	0	0	0	0	0	0
Gm25390	0	0	0	0	0	0
Gm25391	0	0	0	0	0	0
Gm25395	0	2	1	2	0	2
Gm23716	0	0	0	0	0	0
Gm22226	1	0	0	0	1	0
Gm22223	0	0	0	0	0	0
Gm22221	0	0	0	0	0	0
Gm25058	0	0	0	0	0	0
Gm25059	0	0	0	0	0	0
Mir1982	0	0	0	0	0	0
Gm25054	0	0	0	0	0	0
Gm25056	0	0	0	0	0	0
Gm22883	0	0	0	0	0	0
Gm24775	0	0	0	0	0	0
Gm24787	0	0	0	0	0	0
Gm25492	1	0	2	2	2	2
Gm24774	0	0	0	0	0	0
Mir1932	0	0	1	2	0	5
Gm23390	0	0	0	0	0	0
Gm23826	0	0	0	0	0	0
Gm22762	0	0	0	0	0	0
Gm22145	0	0	0	0	0	0
Rprl3	0	0	0	0	0	0
Gm22144	0	0	0	0	0	0
Gm24992	1	0	0	0	0	0
Gm24994	0	0	0	0	0	0
Gm23329	0	0	0	0	0	0
Gm25261	0	0	0	0	0	0
Gm23328	0	0	0	0	0	0
Gm23326	0	0	0	0	0	0
Gm23327	0	0	0	0	0	0
Gm23324	0	0	0	0	0	0
Gm23325	0	0	0	0	0	0
Gm23331	0	0	0	0	0	0
Gm26151	0	0	0	0	0	0
Gm26150	0	0	0	0	0	0
Mir1968	0	0	0	1	1	1
Gm26148	0	0	0	0	0	0
Gm26153	0	0	0	0	0	0
Gm24475	0	0	0	0	0	0
Gm47290	0	0	0	0	0	0
Gm22818	0	0	0	0	0	0
Gm22817	0	0	0	0	0	0
Gm22815	0	0	0	0	0	0
Gm25342	0	0	0	0	0	0
Gm22811	0	0	0	0	0	0
Gm23670	0	0	0	0	0	0
Gm23669	0	0	0	0	0	0
Gm23674	0	0	0	0	0	0
Gm23993	0	0	0	0	0	0
Gm22380	0	0	0	0	0	0
Gm22379	0	0	0	0	0	0
Gm22378	0	0	0	0	0	0
Snora47	0	1	1	0	2	0
Gm24064	0	0	0	0	0	0
Mir1960	0	0	0	1	0	0
Gm24061	0	0	0	0	0	0
Gm25721	0	0	0	0	0	0
Gm26070	0	0	0	0	0	0
Gm22870	0	0	0	0	0	0
Gm22310	1	0	0	0	0	0
Gm22588	0	0	0	0	0	0
Gm27343	0	1	1	2	1	2
Mir1962	0	0	0	0	0	0
Gm24719	0	0	0	0	0	0
Gm24718	0	0	0	0	0	0
Gm24717	0	0	0	0	0	0
Mir1983	0	0	0	0	0	0
Gm24716	0	0	0	0	0	0
Gm26347	1	0	1	0	0	0
Gm25572	0	0	0	0	0	0
Gm25637	0	0	0	0	0	0
Gm26349	0	0	0	0	0	0
Gm26351	0	0	0	0	0	0
Gm26345	0	0	0	0	0	0
Gm23538	0	0	0	0	0	0
Gm23534	0	0	0	0	0	0
Gm23535	0	0	0	0	0	0
Gm23540	0	0	0	1	0	0
Gm22059	0	0	0	0	0	0
Gm25217	0	0	0	0	0	0
Gm23101	0	0	0	0	0	0
Gm22218	0	0	0	0	0	0
Gm22215	0	0	0	0	0	0
Scarna2	3	0	2	1	0	1
Gm23903	0	0	0	0	0	0
Gm23904	0	0	0	0	0	0
Gm23901	0	0	0	0	0	0
Gm23902	0	0	0	0	0	0
Gm24138	0	0	0	0	0	0
Gm23906	0	0	0	0	0	0
Gm23754	0	0	0	0	0	0
Gm23751	1	0	2	1	0	0
Gm22082	0	0	0	0	0	0
Gm22079	0	0	0	2	1	0
Gm22078	0	0	0	0	0	0
Gm25406	1	0	0	0	0	0
Gm22598	0	0	0	0	0	0
Gm22597	0	0	0	0	0	0
Gm22603	0	0	0	0	0	0
Gm25429	0	0	0	0	0	0
Gm25425	0	0	0	0	0	0
Gm22915	0	0	0	0	0	0
Gm22916	0	0	0	0	0	0
Gm25913	0	2	0	0	0	0
Gm25909	0	0	0	0	0	0
Gm25910	0	0	0	0	0	0
Mir1969	0	0	0	0	0	0
Snord13	1	0	0	0	0	0
Gm24285	0	0	0	0	0	0
Gm24289	0	1	0	1	0	0
Gm24288	0	0	0	0	0	0
Gm24286	0	0	0	0	0	0
Gm24291	0	0	0	0	0	0
Gm24780	0	0	0	0	0	0
Gm24781	0	0	0	0	0	0
Gm24784	0	0	0	0	0	0
Gm24782	0	0	0	0	0	0
Gm23123	0	0	0	0	0	0
Gm23124	0	0	0	0	0	0
Gm23125	0	0	0	0	0	0
Gm23585	0	0	0	0	0	0
Gm23586	0	0	0	0	0	0
Gm26411	0	0	0	1	0	0
Gm26409	0	0	0	0	0	0
Gm26408	0	0	0	0	0	0
Gm23382	0	0	0	0	0	1
Gm24504	0	0	0	0	0	0
Gm24505	0	0	0	0	0	0
Gm24507	1	0	0	0	1	0
Gm26183	0	0	0	0	0	0
Gm26184	0	0	0	0	0	0
Gm26181	0	0	0	0	0	0
Gm26182	0	0	0	0	0	0
Gm26187	0	0	0	0	0	0
Gm25665	0	0	0	0	0	0
Gm25663	0	0	0	0	0	0
Gm25668	0	0	0	0	0	0
Gm25661	0	0	0	0	0	0
Gm22847	0	0	0	0	0	0
Gm27396	0	0	0	0	0	0
Gm22845	0	0	0	0	0	0
Gm22850	0	0	0	0	0	0
Gm22339	0	0	0	0	0	0
Gm22336	0	0	0	0	0	0
Gm22337	0	0	0	0	0	0
Gm22335	0	0	0	0	1	0
Gm24016	0	0	0	0	0	0
Gm24013	0	0	0	0	0	0
Gm24008	0	0	0	0	0	0
Gm23498	0	0	0	0	0	0
Gm23497	0	0	0	0	0	0
Gm28020	0	0	0	0	0	0
Gm22880	0	0	0	0	0	0
Gm22881	0	0	0	0	0	0
Mir1956	0	0	0	0	0	0
Gm22882	0	0	0	0	0	0
Gm25183	0	0	0	0	0	0
Gm25184	0	1	1	2	0	0
Gm25185	0	0	0	0	0	0
Gm24686	0	0	0	0	0	0
Gm24687	0	0	0	0	0	0
Gm24691	0	0	0	0	0	0
Gm26310	0	0	0	0	0	0
Gm26307	0	0	0	0	0	0
Gm26312	0	0	0	0	0	0
Gm26306	0	0	0	0	0	0
Gm25887	0	0	0	0	0	0
Gm25886	0	0	0	0	0	0
Gm25884	0	0	0	0	0	0
Gm25881	0	0	0	0	0	0
Gm24240	0	0	0	0	0	0
Gm24241	0	0	0	1	1	0
Mir1967	1	0	0	0	0	0
Gm26162	0	0	0	0	0	0
Gm24236	0	0	0	0	0	0
Gm22551	0	0	0	0	0	0
Gm22554	0	0	0	0	0	0
Gm24422	0	0	0	0	0	0
Gm22557	0	0	0	0	0	0
Gm25384	0	0	0	0	0	0
Gm25383	0	0	0	0	0	0
Gm24198	0	0	0	0	0	0
Gm23555	0	0	0	0	0	0
Gm25599	0	0	0	0	0	0
Gm23554	0	0	0	0	0	0
Gm22187	0	0	0	0	0	0
Gm23557	0	0	0	0	0	0
Gm22186	0	0	0	0	0	0
Gm26369	0	0	0	0	0	0
Gm26368	0	0	0	0	0	0
Gm26371	0	0	0	0	0	0
Gm26373	0	0	0	0	0	0
Mir1941	0	0	0	0	0	0
Mir1970	0	0	0	1	0	0
Gm24745	0	0	0	0	0	0
Gm24750	0	0	0	0	0	0
Gm24751	0	0	0	0	0	0
Gm23080	0	0	0	0	0	0
Gm23079	0	0	0	0	0	0
Gm23083	0	0	0	0	0	0
Gm23082	0	0	0	0	0	0
Mir1946b	0	0	0	0	0	0
Gm23077	0	0	0	0	0	0
Gm23644	0	0	0	0	0	0
Gm23641	0	0	0	0	0	0
Gm23592	0	0	0	0	0	0
Gm24400	0	0	0	1	2	0
Mir1953	0	1	0	1	0	0
Gm24401	0	0	0	0	0	0
Gm24399	0	0	0	1	0	0
Gm24398	0	0	0	0	0	0
Gm22654	0	0	0	0	0	0
Gm22788	0	0	0	0	0	0
Gm26490	1	2	5	3	6	6
Gm26489	0	0	0	0	0	0
Gm24409	0	0	0	0	0	0
Gm22789	0	0	0	0	0	0
Gm23036	0	0	0	0	0	0
Gm24435	0	0	0	0	0	0
Gm24467	0	0	0	0	0	0
Gm23043	0	0	0	0	0	0
Gm23044	0	0	0	0	0	1
Gm24437	0	0	0	0	0	0
Gm26088	0	0	0	0	0	0
Snord2	0	0	0	0	0	0
Gm26085	0	0	0	0	0	0
Gm26087	0	0	0	0	0	0
Gm26084	0	0	0	0	0	0
Gm23280	0	0	0	0	0	0
Gm24998	0	0	0	0	0	0
Gm23278	0	0	0	0	0	0
Gm23276	0	0	0	0	0	0
Gm23277	0	0	0	0	0	0
Gm24963	0	0	0	0	0	0
Mir1945	0	0	0	0	0	1
Gm25982	0	1	0	0	0	0
Gm24965	0	0	0	0	0	0
Gm22099	0	0	0	0	0	0
Gm22100	0	0	0	0	0	0
Mir1957a	1	0	1	0	0	0
Gm22506	0	0	0	0	0	0
Mir1981	0	0	0	0	0	0
Gm23779	0	0	0	0	0	0
Gm24537	0	0	0	0	0	0
Gm25456	0	0	0	0	0	0
Gm25459	0	0	0	0	0	0
Gm25460	0	0	0	0	0	0
Gm22966	0	0	0	0	0	0
Gm22965	0	0	0	0	0	0
Gm23965	0	0	0	0	0	0
Gm24192	0	0	0	0	0	0
Mir1951	0	0	0	0	0	0
Gm26000	0	0	0	0	0	0
Gm23032	0	0	0	0	0	0
Gm23033	0	0	0	0	0	0
Gm23316	0	1	0	0	0	0
Gm23031	0	0	0	0	0	0
Gm23318	0	0	2	1	0	0
Gm23034	0	0	0	0	0	0
Gm23035	0	0	0	0	0	0
Gm23315	0	0	0	0	0	0
Gm22312	0	0	0	0	0	0
Gm22313	0	0	0	0	0	0
Gm24958	0	2	1	0	0	0
Gm22315	0	0	0	0	0	0
Gm25846	0	0	0	0	0	0
Mir1955	0	1	0	0	0	0
Gm26482	0	0	0	0	0	0
Gm26485	0	0	0	0	0	0
Gm26487	0	0	0	0	0	0
Gm26262	0	0	0	0	0	0
Gm24853	0	0	0	0	0	0
Gm24851	0	0	0	0	0	0
Gm24850	0	0	0	0	0	0
Gm24848	0	0	0	0	0	0
Gm24846	0	0	0	0	0	0
Gm25335	0	0	0	0	0	0
Gm25336	0	0	0	0	0	0
Gm23664	0	0	0	0	0	0
Gm23666	0	0	0	0	0	0
Gm23665	0	0	0	0	0	0
Gm23994	0	0	0	0	0	0
Gm23995	0	0	1	0	0	0
Gm23996	0	0	0	0	0	0
Gm24000	0	0	0	0	0	0
Scarna17	0	0	0	0	1	0
Gm22331	0	0	0	0	0	0
Gm23838	0	0	0	0	0	0
Gm22330	0	0	0	0	0	0
Gm22334	0	1	0	0	0	0
Gm22333	0	0	0	0	0	0
Gm22332	0	0	0	0	0	0
Gm25550	0	0	0	0	0	0
Gm25549	0	1	0	0	0	0
Gm25552	0	0	0	0	0	0
Gm25558	0	0	0	0	0	0
Gm22728	0	2	1	2	0	0
Gm22727	0	0	0	0	0	0
Gm22724	0	0	0	0	0	0
Gm22725	0	0	0	0	0	0
Gm22732	0	0	0	0	0	0
Gm22733	0	0	0	0	1	0
Gm22212	0	0	0	0	0	0
Gm22210	0	0	0	0	0	0
Gm23892	0	0	0	0	0	0
Gm23895	0	0	0	0	0	0
Gm23896	0	0	0	0	0	0
Gm23897	0	0	0	0	0	0
Gm27579	0	0	0	0	0	0
Gm23891	0	0	0	0	0	0
Gm23220	0	0	0	0	0	0
Gm23223	0	0	0	0	0	0
Gm23225	0	0	0	0	0	0
Gm23219	0	0	0	0	0	0
Gm24901	0	0	0	0	0	0
Gm24902	0	0	0	0	0	0
Mir1934	0	3	2	1	0	1
Gm24905	0	0	0	0	0	0
Gm24903	0	0	0	0	0	0
Gm24393	0	0	0	0	0	0
Gm24392	0	0	0	0	0	0
Gm24395	0	0	0	0	0	0
Gm24394	0	0	0	0	0	0
Gm25494	0	0	0	0	0	0
Gm26040	0	0	0	0	0	0
Gm26036	0	0	0	0	0	0
Gm26038	0	0	0	0	0	0
Gm25373	0	0	0	0	0	0
Gm25375	0	0	0	0	0	0
Gm25370	0	0	0	0	0	0
Gm22542	0	0	0	0	0	0
Gm22539	0	0	0	0	0	0
Gm22540	0	0	1	1	0	0
Gm22536	0	0	0	0	0	0
Gm22534	0	0	0	0	0	0
Gm24075	0	0	0	0	0	0
Gm22382	0	0	0	0	0	0
Gm22381	0	0	0	0	0	0
Gm22387	0	0	0	0	0	0
Gm22386	0	0	0	0	0	0
Gm25224	0	0	0	0	0	0
Gm25226	0	0	0	0	0	0
Gm25222	0	0	0	0	0	0
Gm25227	0	0	0	0	0	0
Gm23545	0	0	0	0	0	0
Gm23547	0	0	0	0	0	0
Gm23546	0	0	0	0	0	0
Gm27510	0	0	0	0	0	0
Gm26358	0	0	0	0	0	0
Gm26357	0	0	0	0	0	0
Gm26354	0	0	0	0	0	0
Gm26352	0	0	0	0	0	0
Gm24729	0	0	0	0	0	0
Gm24728	0	0	0	0	0	0
Gm24731	0	0	0	0	0	0
Gm24730	0	0	0	0	0	1
Gm24725	0	0	0	0	0	0
Gm24726	0	0	0	0	0	0
Gm24723	0	0	0	0	0	0
Mir1947	0	0	0	1	0	1
Gm23067	0	0	0	0	0	0
Gm23072	0	0	0	0	0	0
Gm25866	0	0	0	0	0	0
Gm25863	0	0	0	0	0	0
Gm25862	0	0	0	0	0	0
Gm25861	0	0	0	0	0	0
Gm25860	0	0	0	0	0	0
Gm25867	0	0	0	0	0	0
Gm24212	0	0	0	0	0	0
Gm24216	0	0	0	0	0	0
Gm24210	0	0	0	0	0	0
Gm24211	0	0	0	0	0	0
Gm22516	3	1	0	0	2	0
Gm22520	0	0	0	0	0	0
Gm22519	0	1	0	0	0	0
Gm22522	0	0	0	0	0	0
Gm22521	0	0	0	0	0	0
Gm25436	0	0	0	0	0	0
Mir1943	0	0	0	5	1	0
Gm25434	0	0	0	0	0	0
Gm25439	0	0	0	0	0	0
Gm25438	0	0	0	0	0	0
Gm25437	0	0	0	0	0	0
Gm22609	0	0	0	0	0	0
Gm22605	0	0	0	0	0	0
Gm22606	0	0	0	0	0	0
Gm24296	0	0	0	0	0	0
Gm24295	0	0	0	0	0	0
Gm24298	0	0	0	0	0	0
Gm25898	0	0	0	0	0	0
Gm24299	0	0	0	0	0	0
Gm25921	0	0	0	0	0	0
Gm25924	0	0	0	0	0	0
Gm23260	0	0	0	0	0	0
Gm23258	0	0	0	0	0	0
Gm23262	0	0	0	0	0	0
Gm24940	0	0	0	0	0	0
Gm24942	0	0	0	0	0	0
Gm24943	0	0	0	0	0	0
Scarna8	0	1	0	0	0	0
Gm24947	0	0	0	0	0	0
Gm22090	0	0	0	1	0	0
Gm22089	1	0	0	0	0	0
Gm22087	0	0	0	0	0	0
Gm22085	0	0	0	0	0	0
Gm23763	0	0	0	0	0	0
Gm23760	0	0	0	0	0	0
Gm23758	0	0	0	1	0	0
Mir669m-2	0	0	0	0	0	0
Gm25600	0	0	0	2	0	0
Mir1952	0	0	0	0	0	0
Gm25604	1	5	3	1	2	3
Mir1946a	0	0	0	0	0	0
Gm25602	0	0	0	0	0	0
Gm22767	0	1	0	0	1	0
Gm22769	0	0	0	0	0	0
Gm22764	0	0	0	0	0	0
Gm22766	0	1	0	0	0	0
Gm22763	0	0	0	0	0	0
Gm23852	0	0	0	0	0	0
Gm23855	0	0	0	0	0	0
Gm23856	0	0	0	0	0	0
Gm23877	0	0	0	0	0	0
Gm23859	0	0	0	0	0	0
Gm23858	0	0	0	0	0	0
Gm24879	0	0	0	0	0	0
Gm25520	0	1	0	1	0	0
Gm25519	0	0	0	0	0	0
Gm25521	0	0	0	0	0	0
Gm25522	0	0	0	0	0	0
Gm25016	0	0	0	0	0	0
Gm25015	0	0	0	0	0	0
Gm25014	0	0	0	0	0	2
Gm25013	0	0	0	0	0	0
Gm25010	0	0	0	0	0	0
Gm25009	0	0	0	0	0	0
Gm22163	0	0	0	0	0	0
Gm22156	0	0	0	0	0	0
Gm22157	0	0	0	0	0	0
Gm22158	0	0	0	0	0	0
Gm22159	0	0	0	0	0	0
Gm22165	0	0	0	0	0	0
Gm26174	0	0	0	0	0	0
Gm26169	0	0	0	0	0	0
Gm26172	0	0	0	0	0	0
Gm23354	0	0	0	0	0	0
Gm23351	0	0	0	0	0	0
Gm23352	0	0	0	0	0	0
Gm23350	0	0	0	0	0	0
Gm22675	0	0	0	0	0	0
Gm23349	0	0	0	0	0	0
Gm22361	0	0	0	0	0	0
Gm22836	0	0	0	0	0	0
Gm22841	0	0	0	0	0	0
Gm22840	0	0	0	0	0	1
Gm24499	0	0	0	0	0	0
Gm23817	0	0	0	0	0	0
Gm24502	0	0	0	0	0	0
Gm24503	0	0	0	0	0	0
Gm24003	0	0	0	0	0	0
Gm24002	0	0	0	0	0	0
Rnu7	0	0	0	0	0	0
Gm24004	0	0	0	0	0	0
Gm24006	0	0	0	0	0	0
Gm25656	0	0	0	0	0	0
Snord11	1	0	0	1	0	0
Gm25657	0	0	0	0	0	0
Gm25658	0	0	0	0	0	0
Gm25653	0	0	0	0	0	0
Gm23113	0	0	0	0	0	0
Gm23116	0	0	0	0	0	0
Gm23117	0	0	0	0	0	0
Gm23916	0	0	0	0	0	0
Gm22902	0	0	0	0	0	0
Gm25906	0	0	0	0	0	0
Gm25904	0	0	0	0	0	0
Gm25903	0	0	0	0	0	0
Gm25901	0	0	0	0	0	0
Gm26404	0	0	0	0	0	0
Gm26402	0	0	0	0	0	0
Gm26403	1	0	0	1	0	0
Gm26401	0	0	0	0	0	0
Gm26406	0	0	0	0	0	0
Gm24770	0	0	0	0	0	0
Gm24771	0	0	0	0	0	0
Gm24922	0	0	0	0	0	0
Mir1964	1	0	3	0	0	1
Gm25268	0	0	0	0	0	0
Gm25264	0	0	0	0	0	0
Gm25267	0	0	0	0	0	0
Mir1950	0	0	0	1	0	0
Gm22424	0	0	0	0	0	0
Gm23579	0	0	0	1	0	0
Gm23582	0	0	0	0	0	0
Gm23581	0	0	0	0	0	0
Gm22425	0	0	0	0	0	0
Gm24130	0	0	0	0	0	0
Gm24129	0	0	0	0	0	0
Gm24131	0	0	0	0	0	0
Gm24128	0	0	0	0	0	0
Gm22430	0	0	0	0	0	0
Gm22434	0	0	0	0	0	0
Gm22433	0	0	0	0	0	0
Gm22429	0	0	0	0	0	0
Gm22428	0	0	0	0	0	0
Gm22945	0	0	0	0	0	0
Gm22946	0	0	0	0	0	0
Gm22947	0	0	0	0	0	0
Gm22942	0	0	0	1	0	0
Gm25771	0	0	0	0	0	0
Gm25770	0	0	0	0	0	0
Gm25769	0	0	0	0	0	0
Gm25768	0	0	0	0	0	0
Gm25767	0	0	0	0	0	0
Gm26211	0	0	0	0	0	0
Mir1927	0	0	0	0	0	0
Gm24577	0	0	0	0	0	0
Gm23386	0	0	0	0	0	0
Mir1931	1	0	0	0	0	1
Mir1963	0	0	0	0	0	0
Gm22074	0	0	0	0	0	0
Gm25049	0	0	0	0	0	0
Gm25043	0	0	0	0	0	0
Gm22203	0	0	0	0	0	0
Gm23112	0	0	0	0	0	0
Gm23119	0	0	1	1	2	0
Gm22206	0	0	0	0	0	0
Gm22200	0	0	0	1	0	1
Gm24056	0	0	0	0	0	0
Gm25715	0	0	0	0	0	0
Snora78	0	0	2	0	1	1
Gm25718	0	0	0	0	0	0
Gm25711	0	0	0	0	0	0
Mir1929	0	0	0	0	0	0
Mir669n	0	1	0	0	1	0
Gm22893	0	0	0	0	0	0
Gm22889	0	0	0	0	0	0
Gm22888	0	0	2	4	1	0
Gm22890	1	0	0	0	0	0
Mir1961	0	0	0	0	0	0
Gm26468	0	0	0	0	0	0
Gm24552	0	0	0	0	0	0
Gm24549	0	0	0	0	0	0
Gm24547	0	0	0	0	0	0
Gm24548	0	0	0	0	0	0
Gm24546	0	0	0	0	0	0
Gm24553	0	0	0	0	0	0
Gm24554	0	0	0	0	0	0
Scarna6	1	0	0	0	2	0
Gm26029	0	0	0	0	0	0
Gm22944	0	0	0	0	0	0
Gm26022	0	0	0	0	0	0
Gm26021	0	0	0	0	0	0
Gm23207	0	0	0	0	0	0
Gm23210	0	0	0	0	0	0
Mir2139	0	0	0	0	0	0
Gm23205	1	2	0	1	1	1
Gm24637	0	0	0	0	0	0
Gm26208	0	0	0	0	0	0
Gm24844	0	0	0	0	0	0
Gm24843	0	0	0	0	0	0
Gm24837	0	1	0	0	0	0
Gm24838	0	0	0	0	0	0
Gm23181	0	0	0	0	0	0
Gm23180	0	0	0	0	0	0
Gm23182	0	0	0	0	1	1
Gm23185	0	0	0	0	0	0
Snord123	0	0	0	0	0	0
Gm25976	0	0	0	0	0	0
Gm22523	0	0	1	0	0	0
Gm25977	0	0	0	0	0	0
Mir1936	0	0	0	0	0	0
Gm25975	0	0	0	0	0	0
Gm24345	0	0	0	0	0	0
Gm24343	0	0	0	0	0	0
Gm24349	0	0	0	0	0	0
Gm24348	0	0	0	0	0	0
Gm24347	0	0	0	0	0	0
Gm22663	0	0	0	0	0	0
