	R7	R8	R9	R1	R2	R3
Gm5389	1	0	0	0	0	0
Gm15067	0	0	0	0	0	0
Gm5754	0	0	0	0	0	0
Gm14985	0	0	0	0	0	0
Gm15357	0	0	0	0	0	0
Gm11387	0	0	0	0	0	0
Gm13419	6	1	0	7	1	0
Gm11370	0	0	0	0	0	0
Rpl9-ps1	0	0	0	0	0	0
Gm13731	0	0	0	0	0	0
Olfr1147-ps1	0	0	0	0	0	0
Gm11341	0	0	0	0	0	0
Gm15986	0	0	0	0	0	0
Mrps36-ps2	2	0	1	0	2	3
Vmn1r-ps127	0	0	0	0	0	0
Gm11803	0	0	0	0	0	0
Vmn1r-ps109	0	0	0	0	0	0
Gm12899	0	0	0	0	0	0
Gm15209	0	0	0	0	0	0
Gm14613	0	0	0	0	0	0
Gm12399	0	0	0	0	0	0
Selenot-ps	0	0	0	0	0	0
Gm12858	0	0	0	0	0	0
Gm9062	0	0	0	0	0	0
Gm11191	0	0	0	0	0	0
Rpl31-ps22	0	0	0	0	0	0
Gm15536	0	1	1	0	0	1
Gm15105	0	0	0	0	0	0
Rps11-ps2	4	5	6	7	6	3
Gm15211	0	0	0	0	0	0
Gm12331	0	0	0	0	0	0
Gm14767	0	0	0	0	0	0
Gm12193	0	0	0	0	0	0
Gm16186	0	0	0	0	0	0
Gm11244	0	0	0	0	0	0
Gm14599	0	0	0	0	0	0
Gm15039	0	0	0	0	0	0
Gm15399	0	0	0	0	0	0
Xlr3e-ps	0	0	0	0	0	0
Gm11218	0	0	0	0	0	0
Gm15149	0	0	0	0	0	0
Gm9078	0	0	0	0	0	0
Gm12276	7	10	9	10	5	5
Olfr607	0	0	0	0	0	0
Gm11472	0	0	0	0	0	0
Gm14512	0	0	0	0	0	0
Olfr1191-ps1	0	0	0	0	0	0
Gm14392	0	0	0	0	0	0
Gm11600	0	0	0	0	0	0
Gm15352	0	0	0	0	0	0
Gm12178	1	0	0	0	0	0
Gm12435	11	13	12	9	18	10
Gm13626	0	0	0	0	0	0
Olfr999-ps1	0	0	0	0	0	0
Ak3l2-ps	0	0	0	0	1	1
Gm11594	0	0	1	3	0	0
Gm16480	0	0	0	0	0	0
Mageb17-ps	0	0	0	0	0	0
Olfr383-ps1	0	0	0	0	0	0
Gm12773	0	0	0	0	0	0
Gm11873	0	0	0	0	0	0
Gm11620	0	0	0	0	0	1
Gm13900	0	0	0	0	0	0
Gm14017	5	3	2	2	0	5
Rpl23a-ps2	0	0	0	0	0	0
Gm16471	0	0	0	1	0	0
Gm16057	0	0	0	0	0	0
Gm14115	0	0	0	0	1	0
Gm16397	0	0	0	0	0	0
Gm13600	0	0	0	0	0	0
Gm11960	0	3	0	0	1	1
Gm12482	3	2	4	5	2	6
Gm14823	0	0	0	0	0	0
Gm14895	0	0	0	0	0	0
Rps8-ps3	0	0	0	0	0	0
Gm13702	0	0	0	0	0	0
Sult2a-ps2	0	0	0	0	0	0
Dnajb3	0	0	0	0	0	0
Gng2-ps1	0	0	0	0	0	0
Gm14841	0	0	0	0	0	0
Gm12639	0	0	0	0	0	0
Gm15746	0	0	0	0	0	0
Gm13859	0	1	0	0	1	0
Gm13408	26	20	21	22	18	23
Gm8475	0	0	0	0	0	0
Gm14517	0	0	0	0	0	0
Gm11719	0	1	0	0	0	0
Gm7153	4	2	2	6	2	1
Gm13245	0	1	0	0	0	0
Gm13461	39	35	28	21	29	35
Gm12488	0	0	0	0	0	0
Gm15607	0	0	0	0	0	0
Gm6568	0	0	0	0	0	0
Gm7189	0	0	0	0	0	0
Gm13649	0	0	0	0	0	0
Gm15206	0	0	0	0	0	0
Gm12390	0	0	0	0	1	0
Gm12954	0	0	0	0	0	0
Olfr1171-ps1	0	0	0	0	0	0
Gm15043	0	0	0	0	0	0
Gm5257	0	0	0	0	0	0
Gm13216	4	3	3	5	3	6
Gm11371	0	0	0	0	0	0
Gm13452	0	0	0	0	0	0
Pgam1-ps2	17	20	12	10	26	33
Gm11229	0	0	0	0	0	0
Gm6322	0	0	0	0	0	0
Gm15231	0	0	0	0	0	0
Gm14182	0	0	0	0	0	0
Gm14991	0	0	0	0	0	0
Gm12386	0	0	0	0	0	0
Gm14407	0	0	0	0	0	0
Gm11794	0	0	0	0	0	0
Gm14359	0	0	0	0	0	0
Gm5764	0	0	0	0	0	0
Gm11416	0	0	0	0	0	0
Gm1826	4	1	2	0	4	6
H3f3c	4	8	7	3	6	3
Gm13081	0	0	0	0	0	0
Gm8097	0	0	0	0	0	0
Gm12271	0	0	0	0	0	0
Mageb10-ps	0	0	0	0	0	0
Rpl17-ps8	2	11	5	3	3	5
Gm13724	0	0	0	0	0	0
Vmn1r-ps116	0	0	0	0	0	0
Gm12071	0	0	0	0	0	0
Gm15653	0	0	0	0	0	0
Gm12046	0	0	0	0	0	0
Gm15923	0	0	0	0	0	0
Gm12848	0	0	0	0	0	0
Snrpert	72	85	70	67	58	66
Gm11585	0	0	0	2	0	2
Gm14464	0	0	0	0	0	0
Gm12948	0	0	0	0	0	0
Gm11481	0	0	0	0	0	0
Gm12105	0	1	0	0	0	0
Gm16072	0	0	0	0	0	0
Ywhaq-ps2	1	2	3	1	0	0
Gm11220	0	0	0	0	0	0
Psmb6-ps	0	0	0	0	0	0
Gm13745	0	0	0	0	0	0
Gm15789	0	1	0	1	1	1
Gm11923	0	0	0	0	0	0
Gm15183	0	0	0	0	0	0
Gm15048	0	0	0	0	0	0
Gm12726	2	1	0	0	0	0
Ftl2-ps	1	2	2	0	4	2
Gm12993	0	0	0	0	2	0
Rpl5-ps2	20	16	20	14	15	19
Mup-ps14	0	0	0	0	0	0
Gm13904	0	1	1	0	4	1
Gm2673	0	0	0	0	0	0
Gm16242	0	0	0	0	0	0
Gm1866	33	29	30	29	26	26
Pramex2	0	0	0	0	0	0
Gm15785	1	6	8	2	3	2
Gm13114	0	0	0	0	0	0
Gm12661	0	0	0	0	0	0
Gm8659	1	0	0	0	1	0
Olfr260-ps1	0	0	0	0	0	0
Gm12098	0	0	0	0	0	0
Dnmt3c	0	0	0	0	0	0
Gm9246	0	0	0	0	0	0
Gm14358	0	0	0	0	0	0
Gm13230	222	168	200	292	193	173
Gm14728	0	0	0	0	0	0
Usp17le-ps	0	0	0	0	0	0
Gm6441	0	0	0	0	0	0
Gm12138	0	0	0	1	1	1
Gm15753	2	4	7	5	1	3
Gm12431	0	0	0	0	0	0
Gm16481	1	0	0	0	0	0
Gm13922	0	0	0	0	0	0
Gm14665	0	0	0	0	0	0
Gm15928	0	0	0	0	0	0
Gm11991	2	2	1	2	1	1
Gm13505	0	0	0	0	0	0
Gm14039	0	0	0	0	0	0
Gm15377	0	0	0	0	0	0
Gm12013	0	1	0	0	1	1
Glns-ps1	0	1	3	1	0	2
Slfn14	0	0	0	0	0	0
Gm15320	0	0	0	0	0	0
Gm15933	0	0	0	0	0	0
Mageb16-ps1	0	0	0	0	0	0
Gm16216	17	18	23	25	17	23
Gm13777	0	0	0	0	1	0
Rpl19-ps12	5	7	10	4	9	2
Gm11196	0	4	1	0	0	0
Gm12479	0	0	0	0	0	0
Gm14445	0	1	0	0	0	0
Gm13915	0	0	1	0	0	0
Gm13489	0	0	0	0	0	0
Gm15490	0	0	0	0	0	0
Gm12188	0	0	1	3	0	0
Gm4994	0	0	0	0	0	0
Gm13862	0	0	0	0	0	0
Cyp2j14-ps	0	0	0	0	0	0
Gm15720	0	8	1	3	3	0
Gm8199	0	1	2	0	1	0
Gm11809	0	0	0	0	0	0
Gm16149	0	0	0	0	0	0
Gm14679	0	0	0	0	0	0
Gm14975	0	0	0	0	0	0
Gm13577	185	196	191	142	217	229
Gm11824	4	10	6	7	9	7
Gm14502	0	0	0	0	0	0
Gm15799	0	1	0	0	0	0
Gm13541	0	0	0	0	0	0
Gm15236	0	0	0	0	0	0
Gm14988	0	0	0	0	0	0
Gm15660	0	0	0	0	0	0
Gm11905	0	0	0	0	0	0
Gm16463	0	0	0	0	0	0
Gm13094	0	1	1	2	2	2
Gm11212	0	0	0	0	0	0
Gm13518	0	0	0	0	0	0
Gm12864	0	0	0	0	0	0
Gm12788	1	2	0	1	2	2
Gm12312	20	21	21	20	14	17
Rpl23a-ps13	0	0	0	0	0	0
Gm14570	0	0	0	0	0	0
Gm12266	0	0	0	0	0	0
Gm13002	0	1	0	0	0	0
Gm11810	0	0	0	0	0	0
Gm13655	0	1	0	0	0	0
Gm16464	0	1	2	0	2	1
Gm7164	0	0	0	0	0	0
Gm12008	0	0	0	0	0	0
Gm12038	1	0	0	0	0	0
Gm14116	0	0	0	0	0	0
Gm7910	0	0	0	0	0	0
Gm11578	0	0	0	0	0	0
Gm11350	0	0	0	0	0	0
Gm14701	0	0	0	0	0	0
Gm14276	63	60	75	36	45	42
Gm13360	0	0	0	0	0	0
Gm7091	4	2	3	8	3	5
Gm14360	0	0	0	0	0	0
Gm14656	0	0	0	0	0	0
Gm12369	0	0	0	0	0	0
Gm8617	0	0	0	0	0	0
Rpl27-ps2	1	3	0	1	0	4
Gm14835	0	0	0	0	0	0
Mup-ps10	0	0	0	0	0	0
Gm14877	0	0	0	0	0	0
Gm14563	0	0	0	0	0	0
Gm13163	0	0	0	0	0	0
Gm16005	0	0	0	0	0	0
Gm11307	1	0	0	0	0	0
Gm11407	1	0	3	1	0	0
Gm12230	0	0	0	0	0	0
Gm12252	0	0	0	0	0	0
Gm15994	2	0	0	1	0	1
Gm12428	1	1	1	2	0	5
Gm12403	0	1	2	0	0	0
Gm13670	0	0	0	0	0	0
Gm2768	0	0	0	0	0	0
Gm4784	3	3	3	7	1	0
Gm13641	0	2	0	0	1	0
Gm5166	0	0	0	0	0	0
Gm14719	1	0	0	0	0	1
Rpl5-ps1	17	24	19	21	13	18
Gm12444	0	0	0	0	0	0
Gm13034	6	7	4	2	3	3
Gm14231	2	0	2	1	1	2
Gm8577	0	1	1	0	0	0
Gm14504	0	0	0	0	0	0
Gm15763	0	0	0	0	0	0
Gm12871	0	0	0	0	0	0
Gm4910	0	0	0	0	0	0
Gm15636	0	0	0	0	0	0
Gm7722	0	0	1	1	0	0
Gm7058	0	0	0	0	0	0
Gm12998	0	0	0	0	0	0
Gm15379	0	0	0	0	0	0
Gm14382	0	1	0	0	0	0
Defa27	0	0	0	0	0	0
Gm15826	0	0	0	0	0	0
Gm12102	0	0	0	0	0	0
Gm15009	0	0	0	0	0	0
Gm14314	0	0	0	0	0	0
Olfr271-ps1	0	0	0	0	0	0
Gm1401	0	0	0	0	0	0
Gm13602	0	0	0	0	0	0
Gm12943	6	3	7	1	4	7
Gm14865	0	0	0	0	0	0
Gm15079	1	0	0	0	0	0
Gm13728	0	0	0	0	0	0
Gm715	0	0	0	0	0	0
Olfr1144-ps1	0	0	0	0	0	0
Gm8344	0	0	0	0	0	0
Nap1l2	0	0	0	1	0	0
Gm6506	1	0	0	0	1	0
Gm16221	0	0	0	0	0	0
Gm13326	0	0	0	0	0	0
Gm11355	0	0	0	0	0	0
Olfr1172-ps1	0	0	0	0	0	0
Gm12383	0	0	0	0	0	0
Gm14234	0	0	0	0	0	0
Gm14380	0	0	0	0	0	0
Gng5-ps	3	0	3	1	3	2
Gm12443	0	0	0	0	0	0
Gm3810	0	0	0	0	0	0
Gm8503	0	1	0	2	3	0
Gm6292	1	0	1	1	0	0
Gm13047	0	0	0	0	0	0
Gm16074	0	1	0	0	1	0
Gm13161	0	0	0	0	0	0
Gm12997	0	0	0	0	0	0
Gm12181	0	0	0	0	1	0
Gm13438	0	0	0	0	0	0
Gm11204	0	0	2	0	0	0
Gm14639	0	0	0	0	0	1
Gm11922	0	0	0	0	0	0
Gm11822	0	0	0	0	0	0
Gm12287	0	0	0	0	0	0
Gm15289	1	0	0	0	0	0
Gm13808	0	0	0	0	0	0
Gm7429	33	38	42	46	37	34
Gm14999	0	0	0	0	0	0
Gm14730	2	2	0	0	0	1
Gm11188	0	0	0	0	0	0
Gm12799	0	3	1	1	3	3
Gm15547	0	0	0	1	1	0
Gm12303	0	0	0	0	0	0
Gm12467	0	0	0	0	0	0
Vmn1r-ps120	0	0	0	0	0	0
Gm14676	0	0	0	0	0	0
Gm14375	0	0	0	0	0	0
Gm12217	0	0	0	0	0	0
Gm11675	1	2	2	0	3	1
Gm14026	3	6	7	12	1	3
Gm14854	0	0	0	0	0	0
Gm13885	0	0	0	0	0	0
Gm15807	0	0	0	0	0	0
Gm13471	0	0	0	0	0	0
Gm12870	1	2	4	0	1	1
Gm5847	10	8	6	10	16	5
Gm4886	0	0	0	0	0	0
Gm14472	0	1	1	0	1	1
H3f3a-ps1	22	18	20	18	23	26
Gm14069	0	0	0	0	0	0
Pisd-ps1	2	10	7	26	9	14
Gm15333	0	0	0	0	0	0
Gm14755	0	0	0	0	0	0
Gm15596	2	2	4	0	1	1
Gm5762	0	0	0	0	0	0
Gm12250	47	28	32	10	14	13
Gm12072	0	0	0	0	0	0
Gm12133	0	0	0	0	0	0
Gm11450	0	1	1	0	0	0
Rhox3d-ps	0	0	0	0	0	0
Gm14032	0	0	0	0	0	0
Gm12385	0	0	0	0	0	0
Gm13633	0	0	0	0	0	0
Gm11198	0	0	0	0	0	0
Gm2420	1	2	0	1	1	1
Gm11358	0	0	0	0	0	0
Gm13418	0	0	0	0	0	0
Gm15770	1	0	0	1	1	1
Gm12123	0	0	0	0	0	0
Gm12904	0	0	0	0	0	0
Gm14791	0	0	0	0	0	0
Gm11996	0	0	0	0	0	0
Gm11701	1	0	0	0	0	0
Gm13296	0	0	0	0	0	0
Gm16523	0	1	0	0	0	0
Vmn1r221	0	0	0	0	0	0
Gm14933	0	0	0	0	0	0
Gm14162	0	0	0	0	0	0
Actr3-ps	13	12	21	18	16	14
Gm11877	0	0	0	0	0	1
Gm14253	7	4	6	7	2	9
Gm9164	0	0	0	0	0	0
Gm15314	0	0	0	0	0	0
Gm14615	0	0	0	0	0	0
Gm12642	0	1	0	1	0	0
Gm14366	0	0	0	0	0	0
Gm13801	0	0	0	0	0	0
Gm13921	0	1	0	1	0	0
Gm14287	0	4	2	2	1	0
Ldha-ps	0	0	0	0	1	1
Gm13384	1	0	0	0	0	0
Gm11984	1	0	0	0	0	0
Gm13244	0	0	0	0	0	0
Gm8401	0	0	1	0	0	0
Gm14723	0	0	0	0	0	0
Gm12327	0	0	0	0	0	0
Gm14028	1	0	0	0	0	0
Gm11321	0	0	0	0	0	0
Gm14143	0	0	0	1	0	0
Gm5395	0	0	0	0	0	0
Gm14404	0	0	0	0	0	0
4930415H17Rik	0	0	0	0	0	0
Gm13622	0	4	0	4	3	0
Gm6952	0	0	0	0	0	0
Gm15036	0	0	0	0	0	0
Gm12807	0	0	0	0	0	0
Gm14008	0	0	0	0	0	0
Gm11260	0	0	0	0	0	0
Gm13228	0	0	0	0	0	0
Vmn1r-ps1	0	0	0	0	0	0
Gm378	0	0	0	0	0	0
Gm15565	0	0	0	0	0	0
Gm13542	0	1	0	0	1	1
Gm14990	0	0	0	0	0	0
Mif-ps11	0	0	0	0	0	0
Gm8814	0	0	0	0	0	0
Btc	90	79	76	197	47	60
Gm5187	0	0	0	0	0	0
Mup-ps18	0	0	0	0	0	0
Gm11955	0	0	1	1	0	0
Btf3-ps11	0	1	0	1	0	0
Gm12363	0	0	0	0	0	0
Gm11225	0	0	0	0	0	0
Gm14208	0	0	0	1	0	0
Gm12313	0	0	0	0	0	0
Gm3712	0	0	0	0	0	0
Gm4772	0	0	0	0	0	0
Gm13754	0	0	0	0	0	0
Gm12741	0	0	0	0	0	0
Gm14141	0	0	0	0	0	0
Gm14442	0	0	0	0	0	0
Gm14415	3	0	0	2	0	0
Olfr408-ps1	0	0	0	0	0	0
Gm13884	0	1	0	0	0	0
Gm12218	0	0	0	0	0	0
Gm12928	1	2	1	1	1	3
Gm14970	0	2	6	5	1	4
Gm9670	0	1	0	0	0	0
Gm12692	0	0	0	0	0	0
Mkrn1-ps1	0	0	0	1	0	0
Gm12136	1	0	1	0	1	0
Gm14938	0	0	0	0	0	0
Gm15028	0	0	0	0	0	0
Gm4596	6	3	4	5	4	2
Gm15480	0	1	0	0	0	0
Zfp389	0	0	1	0	1	1
Gm14803	0	0	0	0	0	0
Gm11927	0	0	0	0	0	1
Gm14036	1	5	1	4	5	0
Gm16017	0	0	0	0	0	0
Gm15621	0	0	0	0	0	1
Gm14916	0	0	0	0	0	0
Gm14799	0	0	0	0	0	0
Gm16021	0	0	0	0	0	0
Gm5401	0	0	0	0	0	0
Gm13045	0	0	0	0	0	0
Gm13545	0	0	0	0	0	0
Gm12011	0	0	0	0	0	0
Gm12016	0	0	0	0	0	0
Fau-ps1	0	0	0	0	0	0
Gm13401	0	0	0	0	0	0
Gm13303	0	0	0	0	0	0
Gm21093	0	0	0	0	0	0
Gm12486	0	0	0	0	0	0
Gm11414	0	0	0	0	0	0
Gm13740	1	1	0	0	0	0
Gm13126	2	1	2	2	1	2
Gm11425	28	33	26	74	22	24
Gm6517	2	2	4	0	1	2
Gm15004	0	0	0	0	0	0
Gm6973	0	0	0	0	0	0
Gm15148	1	1	0	2	1	1
Gm13292	6	14	10	10	10	17
Gm14610	0	0	0	0	0	0
Olfr1327-ps1	0	0	0	0	0	0
Gm13742	0	0	0	0	0	0
Gm13171	0	0	0	0	1	0
Prdx2-ps1	10	7	19	16	12	16
Gm11231	0	0	0	0	0	0
Gm9025	0	0	0	0	0	0
Gm13813	0	0	0	0	0	0
Gm11688	1	3	1	4	2	4
Gm15136	0	0	0	0	0	0
Gm4914	0	0	0	0	0	0
Gm12686	0	0	0	0	0	0
Gm12604	0	0	0	0	0	0
Gm14709	0	0	0	0	0	0
Gm13863	0	0	0	0	0	0
Gm15364	0	0	0	0	0	0
Gm11676	0	0	0	0	0	0
Gm15244	0	0	0	0	0	0
Mageb7-ps	0	0	0	0	0	0
Gm11894	0	0	0	0	0	0
Gm11502	0	0	0	0	0	0
Gm12183	33	32	34	20	21	28
Gm13665	0	0	0	0	0	0
Gm11598	0	1	2	0	2	0
Gm13776	0	0	0	0	0	0
Gm9430	0	0	1	0	0	1
Gm11988	0	0	0	0	0	0
Gm13685	0	0	0	0	0	0
Gm8844	0	0	0	1	0	0
Gm15147	0	0	0	0	0	0
Gm15765	0	0	0	0	0	0
Rab9b-ps1	0	1	1	2	0	1
Rps6-ps3	6	6	3	1	4	4
Gm6743	0	0	0	0	0	0
Gm12980	0	0	0	0	0	0
Gm13501	0	0	0	0	0	0
Kif22-ps	0	0	0	0	0	0
Gm8213	2	0	1	1	2	2
Gm7206	4	10	14	5	5	12
Gm12242	0	2	0	2	0	3
Gm11619	0	0	0	0	0	0
Gm4746	0	0	0	0	0	0
Gm11687	2	2	3	5	5	3
Rps12-ps19	2	6	3	2	2	1
H2ab2	0	0	0	0	0	0
Gm13486	1	0	2	1	0	1
Gm16177	0	0	0	0	0	0
Gm15693	0	0	0	0	0	0
Gm11919	0	0	0	0	0	0
Gm11628	0	1	0	1	1	0
1700119I11Rik	0	0	0	0	0	0
Gm14356	0	0	0	0	0	0
Gm11880	0	0	0	0	0	0
Gm5909	21	19	29	25	19	24
Gm14871	0	0	0	0	0	0
Gm13687	0	2	0	1	1	4
Gm12570	0	0	0	0	0	0
Gm6798	0	0	0	0	0	0
Gm40	0	0	0	0	0	0
Gm12937	0	0	0	1	0	0
Gm13615	0	0	0	0	0	0
Gm15195	0	0	0	0	0	0
Gm11835	0	0	0	0	0	0
Gm12636	0	0	0	0	0	0
Gm12229	0	0	0	0	0	1
Gm15003	0	0	0	0	0	0
Gm14816	0	0	0	0	0	0
Gm9378	0	0	1	0	1	0
Rpl15-ps4	0	0	0	0	0	0
Gm11793	7	5	4	4	7	2
Gm4915	0	0	0	0	0	0
Gm13937	0	0	0	0	0	0
Gm15374	0	0	0	0	0	0
Gm11452	0	0	0	0	0	0
Gm12902	1	2	2	2	0	1
Gm13342	1	1	2	4	2	3
Gm5757	0	0	0	0	0	0
Vamp7-ps	0	0	0	0	0	0
Gm13349	0	0	0	0	0	0
Gm12667	0	0	0	0	0	0
Gm6272	0	0	0	0	0	0
Gm14067	0	0	0	0	0	0
Gm8200	0	0	0	0	0	0
Gm15182	0	0	0	0	0	0
Gm11199	0	0	0	0	0	0
Gm12168	0	0	3	2	0	1
Gm11556	0	0	0	0	0	0
Rpl31-ps6	0	1	0	0	0	0
Gm11253	0	0	0	0	0	0
Gm13712	0	0	0	0	0	0
Gm7860	6	4	2	11	3	2
Gm13456	392	394	411	418	371	391
Gm14981	0	0	0	0	0	0
Gm14704	0	0	0	0	0	0
Gm15207	0	0	0	0	0	0
Vmn1r-ps112	0	0	0	0	0	0
Gm9095	0	0	0	0	0	0
Gm13311	0	0	0	0	0	0
Gm14336	0	0	0	0	0	0
Gm11667	0	0	0	0	0	0
Gm12196	0	0	0	0	0	0
Gm14898	0	0	0	0	0	0
Gm12377	0	0	0	0	0	0
Gm14813	0	0	1	0	0	0
Gm12344	0	0	0	0	1	0
Gm15065	0	1	0	0	0	0
Gm11850	0	0	0	0	0	0
Gm11404	0	0	0	0	0	0
Gm15806	0	0	0	0	0	0
Gm11406	0	0	0	0	0	0
Gm5387	0	0	0	0	0	0
Snrp1c-ps2	0	0	0	0	0	0
Gm15157	0	0	0	0	0	0
Gm15580	0	0	1	1	0	0
Gm11726	0	0	0	0	0	0
Gm15026	0	0	0	0	0	0
Gm15586	0	0	0	0	0	0
Gm5255	0	0	0	0	0	0
Gm11485	0	0	0	0	0	0
Gm14896	0	0	0	0	0	0
Gm12634	0	0	0	0	0	0
Gm15711	0	0	0	0	0	0
Gm8737	0	0	0	0	0	0
Gm11903	0	0	0	0	0	0
Olfr1268-ps1	0	0	0	0	0	0
Eef2-ps2	56	53	74	72	39	49
Gm12058	0	0	0	3	0	0
Olfr1003-ps1	0	0	0	0	0	0
Gm13527	0	0	0	0	0	0
Gm11979	1	0	0	0	1	0
Gm13182	0	0	0	0	1	2
Gm13761	0	0	0	0	0	0
Olfr336-ps1	0	0	0	0	0	0
Gm8569	0	0	0	0	0	0
Gm15387	147	155	163	93	158	170
Sult2a-ps1	0	0	0	0	0	0
Gm12129	0	0	0	0	0	0
Gm15443	0	0	0	0	0	0
Gm12433	0	0	0	0	0	0
Gm14943	0	0	0	0	0	0
Gm11558	0	0	0	0	0	0
Gm12950	0	0	0	0	0	0
Gm11331	0	0	0	0	0	0
Gm15074	0	0	0	0	0	0
Gm14793	0	0	0	0	0	0
Gm14227	0	0	0	1	1	1
Gm12645	0	0	0	0	0	0
Gm15212	0	0	0	0	0	0
Gm13141	0	0	1	0	0	0
Gm9673	0	0	1	0	0	0
Gm12700	0	0	0	0	0	0
Gm15021	0	0	0	0	0	0
Gm8482	0	0	0	0	0	0
Gm16148	0	0	0	0	0	0
Gm14638	0	0	0	0	0	0
Gm12045	0	0	0	1	0	0
Gm7670	0	0	0	0	0	0
Gm15464	1	0	1	1	2	2
Gm13829	0	0	0	2	0	0
Gm7746	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0
Gm12518	0	0	0	0	0	0
Gm12149	0	0	0	0	0	0
Gm13239	0	0	0	0	0	0
Gm6025	0	0	0	0	0	0
Smt3h2-ps	1	0	1	0	0	0
Gm14852	0	0	0	0	0	0
Gm16219	0	0	0	0	0	0
Gm8244	0	0	0	0	0	0
Rpl7a-ps13	0	0	0	0	0	0
Gm12632	0	0	0	0	0	0
Gm15493	0	0	0	0	0	0
Gm12535	0	0	0	0	0	0
Gm15204	1	0	1	0	0	1
Rps13-ps5	3	0	2	1	0	0
Gm12566	0	0	0	0	0	0
Pwwp4-ps	2	1	0	0	2	0
Gm14834	0	1	0	0	0	0
Gm13365	0	1	1	1	1	0
Gm15779	0	0	0	1	0	2
Gm12900	0	0	0	0	0	0
Gm14750	0	0	0	0	0	0
Gm14923	0	0	0	0	0	0
Gm11248	0	0	0	0	0	0
Gm12815	0	0	0	0	0	0
Gm2012	0	0	0	0	0	0
Rpl30-ps5	0	0	0	0	0	0
Mup-ps19	0	0	0	0	0	0
Gm15481	0	0	0	0	0	0
Gm12732	5	3	2	5	4	3
Gm14056	0	0	0	0	0	0
Gm11366	0	0	0	0	0	0
Gm12754	0	0	0	0	0	0
Gm15358	0	0	0	0	0	0
Gm14001	1	1	0	1	0	0
Gm14725	0	0	0	0	0	0
Gm15897	0	0	0	0	0	0
Gm7857	0	0	0	0	0	0
Vmn1r-ps125	0	0	0	0	0	0
Gm14736	0	0	0	0	0	0
Fau-ps2	0	0	0	0	0	0
Gm14612	0	0	1	0	0	1
Gm11590	0	0	0	0	0	0
Gm15516	2	3	1	4	1	1
Trav13-3	0	0	0	0	0	0
Gm8761	0	0	0	0	0	0
Gm11470	0	0	1	0	0	1
Gm13677	0	0	0	0	0	0
Gm11348	0	0	0	0	0	0
Gm5393	0	0	0	0	0	0
Gm14050	0	0	0	0	0	0
Gm14006	0	0	0	1	1	0
Gm11876	0	0	0	0	0	0
Gm11857	0	0	0	0	0	0
Gm11914	51	43	53	80	76	44
Gm6382	6	4	3	3	4	4
Gm11843	0	0	0	0	0	0
Gm15371	0	0	0	0	0	0
Gm12818	1	2	1	1	0	1
Gm13469	0	0	0	0	0	0
Gm14885	0	0	0	0	0	0
Cyp2j7-ps1	0	0	0	0	0	0
Gm15349	0	0	0	0	0	0
Gm12697	0	0	0	0	0	0
Gm12774	0	1	1	0	1	0
Gm12961	0	1	0	0	1	0
Gm11474	0	0	1	0	0	1
Gm12124	0	0	0	0	0	0
Gm14156	0	0	0	0	0	0
Gm14972	0	0	0	0	0	0
Dynlt1-ps1	7	8	6	11	9	8
H2af-ps1	0	0	0	0	0	1
Gm15190	3	2	2	2	2	0
Gm15040	0	0	0	0	0	0
Gm15316	0	0	0	0	0	0
Gm12736	0	0	0	0	0	0
Gm13792	0	0	0	0	0	0
Gm14460	0	0	0	0	0	0
Gm11907	0	0	0	0	0	0
Gm12515	0	0	0	0	0	0
Gm15616	5	8	5	5	5	5
Gm11663	0	0	0	1	1	1
Gm6881	0	0	0	0	0	0
Gm15172	0	0	0	0	0	0
Gm12362	0	0	0	0	0	0
Defa-ps14	0	0	0	0	0	0
Gm12987	0	1	0	0	2	0
Olfr990-ps1	0	0	0	0	0	0
Gm14721	0	0	0	0	0	0
Gm15120	0	0	0	0	0	0
Gm11633	0	1	0	0	0	0
Rpl31-ps5	0	0	0	0	0	0
Gm13087	0	0	0	0	0	0
Gm14928	0	0	1	0	0	2
Gm12489	0	0	0	0	0	0
Gm12087	0	0	0	0	0	0
Gm11393	0	0	0	0	0	0
Gm14564	0	0	0	0	0	0
Gm14416	0	0	0	0	0	0
Gm12451	0	0	0	0	0	0
Gm11424	0	0	0	0	0	0
Gm13260	0	0	0	0	0	0
Supt20-ps	0	0	0	0	0	0
Gm14845	0	3	2	1	0	1
Gm11363	0	0	0	0	0	0
Rpl23a-ps6	0	0	0	0	0	0
Gm15153	0	0	0	0	0	0
Rhox11-ps1	0	0	0	0	0	0
Gm16394	0	0	0	0	0	0
Gm5381	0	0	0	0	0	0
Gm12026	0	0	0	0	0	0
Gm15422	0	0	0	0	0	0
Olfr602-ps1	0	0	0	0	0	0
Gm14127	8	7	5	8	4	3
Gm9703	2	0	0	1	2	1
Gm12988	0	2	3	3	0	0
Gm15625	0	0	0	0	0	0
Gm15181	0	0	0	0	0	0
Rps12-ps1	1	0	1	1	1	0
Rpl9-ps2	0	0	0	0	0	0
Gm12156	0	0	0	0	0	0
Gm6620	0	0	0	0	0	0
Gm14899	0	0	0	0	0	0
Olfr1021-ps1	0	0	0	0	0	0
Gm8692	1	1	2	1	3	3
Gm6923	0	0	0	0	0	0
Gm13024	0	0	0	0	0	0
Gm14826	0	0	0	0	0	0
Gm15546	0	0	0	0	0	0
Gm12366	25	28	26	30	25	17
